LOCATION,TIME,EMP
SVK,2008-Q2,61.84643
SVK,2008-Q3,62.88668
SVK,2008-Q4,62.70081
SVK,2009-Q1,62.86227
SVK,2009-Q2,62.06611
SVK,2009-Q3,61.53832
SVK,2009-Q4,60.83653
SVK,2010-Q1,60.05268
SVK,2010-Q2,60.25943
SVK,2010-Q3,60.48384
SVK,2010-Q4,60.89153
SVK,2011-Q1,60.73562
SVK,2011-Q2,61.04717
SVK,2011-Q3,61.09291
SVK,2011-Q4,61.10284
SVK,2012-Q1,61.38136
SVK,2012-Q2,61.39362
SVK,2012-Q3,61.51091
SVK,2012-Q4,61.21791
SVK,2013-Q1,61.63654
SVK,2013-Q2,61.45344
SVK,2013-Q3,61.55529
SVK,2013-Q4,61.6597
SVK,2014-Q1,62.08117
SVK,2014-Q2,62.41472
SVK,2014-Q3,62.91409
SVK,2014-Q4,63.39837
SVK,2015-Q1,63.79037
SVK,2015-Q2,64.19512
SVK,2015-Q3,64.73586
SVK,2015-Q4,65.30951
SVK,2016-Q1,66.01591
SVK,2016-Q2,66.66032
SVK,2016-Q3,66.98232
SVK,2016-Q4,67.25151
SVK,2017-Q1,67.72527
SVK,2017-Q2,68.01334
SVK,2017-Q3,68.27328
SVK,2017-Q4,68.33439
SVK,2018-Q1,69.04516
SVK,2018-Q2,69.19556
SVK,2018-Q3,69.80359
SVK,2018-Q4,70.01616
SVK,2019-Q1,70.62393
SVK,2019-Q2,70.36148
SVK,2019-Q3,70.43056
SVK,2019-Q4,70.24036
SVK,2020-Q1,70.09463
SVK,2020-Q2,69.16485
SVK,2020-Q3,69.31741
SVK,2020-Q4,69.38248
SVK,2021-Q1,68.12506
SVK,2021-Q2,69.11366
SVK,2021-Q3,70.03484
SVK,2021-Q4,70.51203
SVK,2022-Q1,70.79134
SVK,2022-Q2,71.50953
SVK,2022-Q3,71.37047
SVK,2022-Q4,71.64417
SVK,2023-Q1,71.58086
SVK,2023-Q2,72.08301
ESP,1999-Q1,52.92431
ESP,1999-Q2,53.5539
ESP,1999-Q3,54.1268
ESP,1999-Q4,54.76043
ESP,2000-Q1,55.4664
ESP,2000-Q2,56.01584
ESP,2000-Q3,56.50467
ESP,2000-Q4,57.0307
ESP,2001-Q1,57.41948
ESP,2001-Q2,57.58123
ESP,2001-Q3,58.00433
ESP,2001-Q4,58.25555
ESP,2002-Q1,58.55236
ESP,2002-Q2,58.88678
ESP,2002-Q3,59.00801
ESP,2002-Q4,59.28777
ESP,2003-Q1,59.5823
ESP,2003-Q2,59.98309
ESP,2003-Q3,60.3773
ESP,2003-Q4,60.71799
ESP,2004-Q1,60.87252
ESP,2004-Q2,60.97043
ESP,2004-Q3,61.43408
ESP,2004-Q4,62.03017
ESP,2005-Q1,62.69128
ESP,2005-Q2,63.42702
ESP,2005-Q3,63.93763
ESP,2005-Q4,64.25174
ESP,2006-Q1,64.64392
ESP,2006-Q2,64.91988
ESP,2006-Q3,65.09422
ESP,2006-Q4,65.47921
ESP,2007-Q1,65.68576
ESP,2007-Q2,65.92802
ESP,2007-Q3,65.86322
ESP,2007-Q4,65.77824
ESP,2008-Q1,65.64638
ESP,2008-Q2,65.02801
ESP,2008-Q3,64.26681
ESP,2008-Q4,62.99928
ESP,2009-Q1,60.88344
ESP,2009-Q2,60.20499
ESP,2009-Q3,59.56884
ESP,2009-Q4,59.18679
ESP,2010-Q1,59.03159
ESP,2010-Q2,58.92616
ESP,2010-Q3,58.75511
ESP,2010-Q4,58.64045
ESP,2011-Q1,58.45913
ESP,2011-Q2,58.59709
ESP,2011-Q3,57.84103
ESP,2011-Q4,57.14187
ESP,2012-Q1,56.61037
ESP,2012-Q2,56.00866
ESP,2012-Q3,55.41293
ESP,2012-Q4,54.96614
ESP,2013-Q1,54.82571
ESP,2013-Q2,54.63324
ESP,2013-Q3,54.70524
ESP,2013-Q4,55.04271
ESP,2014-Q1,55.29606
ESP,2014-Q2,55.85238
ESP,2014-Q3,56.02806
ESP,2014-Q4,56.70244
ESP,2015-Q1,56.99836
ESP,2015-Q2,57.77417
ESP,2015-Q3,57.97565
ESP,2015-Q4,58.54147
ESP,2016-Q1,59.05557
ESP,2016-Q2,59.36935
ESP,2016-Q3,59.70239
ESP,2016-Q4,60.05648
ESP,2017-Q1,60.4362
ESP,2017-Q2,60.97816
ESP,2017-Q3,61.32666
ESP,2017-Q4,61.57869
ESP,2018-Q1,61.72099
ESP,2018-Q2,62.39845
ESP,2018-Q3,62.5775
ESP,2018-Q4,62.87325
ESP,2019-Q1,63.00329
ESP,2019-Q2,63.59224
ESP,2019-Q3,63.28215
ESP,2019-Q4,63.35347
ESP,2020-Q1,62.67451
ESP,2020-Q2,59.3508
ESP,2020-Q3,60.67383
ESP,2020-Q4,61.08115
ESP,2021-Q1,61.22124
ESP,2021-Q2,62.5013
ESP,2021-Q3,63.37902
ESP,2021-Q4,63.8891
ESP,2022-Q1,64.10294
ESP,2022-Q2,64.58621
ESP,2022-Q3,64.54653
ESP,2022-Q4,64.38895
ESP,2023-Q1,64.65857
ESP,2023-Q2,65.43542
SWE,2001-Q1,74.07256
SWE,2001-Q2,74.08021
SWE,2001-Q3,74.02587
SWE,2001-Q4,73.96308
SWE,2002-Q1,73.90697
SWE,2002-Q2,73.66109
SWE,2002-Q3,73.4949
SWE,2002-Q4,73.40354
SWE,2003-Q1,73.16942
SWE,2003-Q2,73.15317
SWE,2003-Q3,72.72859
SWE,2003-Q4,72.44544
SWE,2004-Q1,72.27095
SWE,2004-Q2,72.01968
SWE,2004-Q3,72.07546
SWE,2004-Q4,71.94139
SWE,2005-Q1,71.89323
SWE,2005-Q2,72.27639
SWE,2005-Q3,72.30096
SWE,2005-Q4,72.66914
SWE,2006-Q1,72.73934
SWE,2006-Q2,72.84044
SWE,2006-Q3,73.37576
SWE,2006-Q4,73.56237
SWE,2007-Q1,73.84193
SWE,2007-Q2,74.03589
SWE,2007-Q3,74.41867
SWE,2007-Q4,74.48616
SWE,2008-Q1,74.5787
SWE,2008-Q2,74.49498
SWE,2008-Q3,74.41269
SWE,2008-Q4,73.82954
SWE,2009-Q1,72.3129
SWE,2009-Q2,71.73248
SWE,2009-Q3,71.31992
SWE,2009-Q4,71.23888
SWE,2010-Q1,70.949
SWE,2010-Q2,71.35838
SWE,2010-Q3,71.88333
SWE,2010-Q4,72.22796
SWE,2011-Q1,72.75212
SWE,2011-Q2,73.02299
SWE,2011-Q3,73.23291
SWE,2011-Q4,73.31423
SWE,2012-Q1,73.17406
SWE,2012-Q2,73.28712
SWE,2012-Q3,73.2346
SWE,2012-Q4,73.37857
SWE,2013-Q1,73.60753
SWE,2013-Q2,73.84462
SWE,2013-Q3,74.04504
SWE,2013-Q4,74.23759
SWE,2014-Q1,74.16597
SWE,2014-Q2,74.26879
SWE,2014-Q3,74.70697
SWE,2014-Q4,74.43144
SWE,2015-Q1,74.71628
SWE,2015-Q2,74.74103
SWE,2015-Q3,75.21607
SWE,2015-Q4,75.49034
SWE,2016-Q1,75.48234
SWE,2016-Q2,75.74908
SWE,2016-Q3,75.70928
SWE,2016-Q4,75.87442
SWE,2017-Q1,76.23986
SWE,2017-Q2,76.22117
SWE,2017-Q3,76.43254
SWE,2017-Q4,76.50088
SWE,2018-Q1,76.78753
SWE,2018-Q2,76.87794
SWE,2018-Q3,76.88078
SWE,2018-Q4,76.81258
SWE,2019-Q1,76.70627
SWE,2019-Q2,76.77686
SWE,2019-Q3,76.45786
SWE,2019-Q4,76.41675
SWE,2020-Q1,75.83537
SWE,2020-Q2,74.56883
SWE,2020-Q3,74.44956
SWE,2020-Q4,74.66454
SWE,2021-Q1,74.44903
SWE,2021-Q2,75.31976
SWE,2021-Q3,75.64301
SWE,2021-Q4,76.10316
SWE,2022-Q1,76.59804
SWE,2022-Q2,77.14918
SWE,2022-Q3,77.36398
SWE,2022-Q4,77.30975
SWE,2023-Q1,77.56799
SWE,2023-Q2,77.73667
CHE,1998-Q2,78.04481
CHE,1999-Q2,78.42708
CHE,2000-Q2,78.33935
CHE,2001-Q2,79.14845
CHE,2002-Q2,78.87551
CHE,2003-Q2,77.9174
CHE,2004-Q2,77.39597
CHE,2005-Q2,77.19546
CHE,2006-Q2,77.93854
CHE,2007-Q2,78.59044
CHE,2008-Q2,79.50344
CHE,2009-Q2,79.0213
CHE,2010-Q1,76.91197
CHE,2010-Q2,77.19075
CHE,2010-Q3,77.59249
CHE,2010-Q4,77.49364
CHE,2011-Q1,78.17743
CHE,2011-Q2,78.42485
CHE,2011-Q3,78.28194
CHE,2011-Q4,78.49069
CHE,2012-Q1,78.41068
CHE,2012-Q2,78.39851
CHE,2012-Q3,78.92616
CHE,2012-Q4,78.24139
CHE,2013-Q1,78.31888
CHE,2013-Q2,78.14487
CHE,2013-Q3,78.38922
CHE,2013-Q4,78.65515
CHE,2014-Q1,78.20222
CHE,2014-Q2,78.49403
CHE,2014-Q3,78.66673
CHE,2014-Q4,79.65726
CHE,2015-Q1,79.48386
CHE,2015-Q2,78.99171
CHE,2015-Q3,78.82883
CHE,2015-Q4,79.45443
CHE,2016-Q1,79.80757
CHE,2016-Q2,79.24863
CHE,2016-Q3,79.43414
CHE,2016-Q4,79.93568
CHE,2017-Q1,79.6199
CHE,2017-Q2,79.60081
CHE,2017-Q3,79.93773
CHE,2017-Q4,79.97721
CHE,2018-Q1,79.76852
CHE,2018-Q2,79.78071
CHE,2018-Q3,80.53065
CHE,2018-Q4,80.33691
CHE,2019-Q1,80.21674
CHE,2019-Q2,80.56333
CHE,2019-Q3,80.44712
CHE,2019-Q4,80.71161
CHE,2020-Q1,80.61099
CHE,2020-Q2,79.09505
CHE,2020-Q3,79.76193
CHE,2020-Q4,80.27194
CHE,2021-Q1,79.01328
CHE,2021-Q2,78.42769
CHE,2021-Q3,79.45615
CHE,2021-Q4,80.17235
CHE,2022-Q1,79.53085
CHE,2022-Q2,79.27021
CHE,2022-Q3,79.34969
CHE,2022-Q4,79.6957
CHE,2023-Q1,80.09088
CHE,2023-Q2,80.65765
TUR,2006-Q1,43.93686
TUR,2006-Q2,44.51101
TUR,2006-Q3,44.73227
TUR,2006-Q4,45.21482
TUR,2007-Q1,44.88757
TUR,2007-Q2,44.72334
TUR,2007-Q3,44.69386
TUR,2007-Q4,44.21719
TUR,2008-Q1,44.67377
TUR,2008-Q2,45.1595
TUR,2008-Q3,45.08138
TUR,2008-Q4,44.55238
TUR,2009-Q1,43.62002
TUR,2009-Q2,43.59455
TUR,2009-Q3,44.55504
TUR,2009-Q4,45.23228
TUR,2010-Q1,45.79791
TUR,2010-Q2,46.20066
TUR,2010-Q3,46.26995
TUR,2010-Q4,46.88419
TUR,2011-Q1,48.03682
TUR,2011-Q2,48.10698
TUR,2011-Q3,48.80097
TUR,2011-Q4,48.72528
TUR,2012-Q1,48.09821
TUR,2012-Q2,48.74948
TUR,2012-Q3,48.94624
TUR,2012-Q4,49.78385
TUR,2013-Q1,49.59412
TUR,2013-Q2,49.66884
TUR,2013-Q3,49.43451
TUR,2013-Q4,49.40956
TUR,2014-Q1,49.62943
TUR,2014-Q2,49.69851
TUR,2014-Q3,49.38726
TUR,2014-Q4,49.47147
TUR,2015-Q1,49.87871
TUR,2015-Q2,50.07808
TUR,2015-Q3,50.35425
TUR,2015-Q4,50.36345
TUR,2016-Q1,50.85471
TUR,2016-Q2,51.02411
TUR,2016-Q3,50.30309
TUR,2016-Q4,50.41087
TUR,2017-Q1,50.83382
TUR,2017-Q2,51.39031
TUR,2017-Q3,51.77013
TUR,2017-Q4,52.17003
TUR,2018-Q1,52.36951
TUR,2018-Q2,52.18106
TUR,2018-Q3,52.1053
TUR,2018-Q4,51.24974
TUR,2019-Q1,50.54081
TUR,2019-Q2,50.27637
TUR,2019-Q3,50.05465
TUR,2019-Q4,50.26246
TUR,2020-Q1,48.82534
TUR,2020-Q2,45.70124
TUR,2020-Q3,47.78268
TUR,2020-Q4,47.76472
TUR,2021-Q1,49.15507
TUR,2021-Q2,49.54252
TUR,2021-Q3,50.74436
TUR,2021-Q4,51.57916
TUR,2022-Q1,51.96622
TUR,2022-Q2,52.80938
TUR,2022-Q3,52.78106
TUR,2022-Q4,53.77618
TUR,2023-Q1,53.80708
TUR,2023-Q2,53.56366
GBR,1995-Q1,69.2086
GBR,1995-Q2,69.42632
GBR,1995-Q3,69.63885
GBR,1995-Q4,69.94743
GBR,1996-Q1,69.90453
GBR,1996-Q2,69.93823
GBR,1996-Q3,70.01639
GBR,1996-Q4,70.33995
GBR,1997-Q1,70.76462
GBR,1997-Q2,71.02432
GBR,1997-Q3,71.07834
GBR,1997-Q4,71.19907
GBR,1998-Q1,71.27648
GBR,1998-Q2,71.2774
GBR,1998-Q3,71.56174
GBR,1998-Q4,71.78155
GBR,1999-Q1,71.85828
GBR,1999-Q2,71.88622
GBR,1999-Q3,72.11771
GBR,1999-Q4,72.2747
GBR,2000-Q1,72.26537
GBR,2000-Q2,72.47532
GBR,2000-Q3,72.62865
GBR,2000-Q4,72.49927
GBR,2001-Q1,72.64088
GBR,2001-Q2,72.67834
GBR,2001-Q3,72.5294
GBR,2001-Q4,72.58215
GBR,2002-Q1,72.45824
GBR,2002-Q2,72.68372
GBR,2002-Q3,72.57182
GBR,2002-Q4,72.87263
GBR,2003-Q1,72.68249
GBR,2003-Q2,72.88149
GBR,2003-Q3,72.78049
GBR,2003-Q4,72.76896
GBR,2004-Q1,73.03226
GBR,2004-Q2,72.87817
GBR,2004-Q3,72.86763
GBR,2004-Q4,73.04147
GBR,2005-Q1,73.07851
GBR,2005-Q2,72.89326
GBR,2005-Q3,73.04482
GBR,2005-Q4,72.67564
GBR,2006-Q1,72.90321
GBR,2006-Q2,72.84257
GBR,2006-Q3,72.81538
GBR,2006-Q4,72.70507
GBR,2007-Q1,72.50254
GBR,2007-Q2,72.64994
GBR,2007-Q3,72.68157
GBR,2007-Q4,72.90926
GBR,2008-Q1,72.97685
GBR,2008-Q2,72.90055
GBR,2008-Q3,72.43549
GBR,2008-Q4,72.17339
GBR,2009-Q1,71.67367
GBR,2009-Q2,70.83978
GBR,2009-Q3,70.61582
GBR,2009-Q4,70.55235
GBR,2010-Q1,70.19494
GBR,2010-Q2,70.42103
GBR,2010-Q3,70.70692
GBR,2010-Q4,70.39026
GBR,2011-Q1,70.54754
GBR,2011-Q2,70.45168
GBR,2011-Q3,70.10457
GBR,2011-Q4,70.21859
GBR,2012-Q1,70.46846
GBR,2012-Q2,70.90865
GBR,2012-Q3,71.1291
GBR,2012-Q4,71.40636
GBR,2013-Q1,71.17896
GBR,2013-Q2,71.3327
GBR,2013-Q3,71.65405
GBR,2013-Q4,71.99537
GBR,2014-Q1,72.46066
GBR,2014-Q2,72.8286
GBR,2014-Q3,73.04346
GBR,2014-Q4,73.20126
GBR,2015-Q1,73.43697
GBR,2015-Q2,73.38264
GBR,2015-Q3,73.77586
GBR,2015-Q4,74.11207
GBR,2016-Q1,74.1339
GBR,2016-Q2,74.4164
GBR,2016-Q3,74.44731
GBR,2016-Q4,74.56567
GBR,2017-Q1,74.7702
GBR,2017-Q2,75.1051
GBR,2017-Q3,75.0079
GBR,2017-Q4,75.17477
GBR,2018-Q1,75.56041
GBR,2018-Q2,75.54796
GBR,2018-Q3,75.55437
GBR,2018-Q4,75.83325
GBR,2019-Q1,76.05743
GBR,2019-Q2,76.1029
GBR,2019-Q3,76.04663
GBR,2019-Q4,76.47201
GBR,2020-Q1,76.32597
GBR,2020-Q2,75.71138
GBR,2020-Q3,74.92329
GBR,2020-Q4,74.57873
GBR,2021-Q1,74.67038
GBR,2021-Q2,75.01875
GBR,2021-Q3,75.33553
GBR,2021-Q4,75.4696
GBR,2022-Q1,75.62624
GBR,2022-Q2,75.51773
GBR,2022-Q3,75.47619
GBR,2022-Q4,75.62912
GBR,2023-Q1,75.87716
GBR,2023-Q2,75.73028
USA,1995-Q1,72.67052
USA,1995-Q2,72.48186
USA,1995-Q3,72.50301
USA,1995-Q4,72.46884
USA,1996-Q1,72.48395
USA,1996-Q2,72.69921
USA,1996-Q3,73.07024
USA,1996-Q4,73.1861
USA,1997-Q1,73.15756
USA,1997-Q2,73.43915
USA,1997-Q3,73.69149
USA,1997-Q4,73.73997
USA,1998-Q1,73.76094
USA,1998-Q2,73.8522
USA,1998-Q3,73.82018
USA,1998-Q4,73.94707
USA,1999-Q1,73.9883
USA,1999-Q2,73.89839
USA,1999-Q3,73.87026
USA,1999-Q4,74.02932
USA,2000-Q1,74.26336
USA,2000-Q2,74.26682
USA,2000-Q3,73.85538
USA,2000-Q4,73.97626
USA,2001-Q1,73.92587
USA,2001-Q2,73.36373
USA,2001-Q3,72.83227
USA,2001-Q4,72.33094
USA,2002-Q1,72.16034
USA,2002-Q2,71.92752
USA,2002-Q3,71.90492
USA,2002-Q4,71.66724
USA,2003-Q1,71.50294
USA,2003-Q2,71.26849
USA,2003-Q3,70.97087
USA,2003-Q4,71.10416
USA,2004-Q1,71.17931
USA,2004-Q2,71.14005
USA,2004-Q3,71.24058
USA,2004-Q4,71.29576
USA,2005-Q1,71.26665
USA,2005-Q2,71.48653
USA,2005-Q3,71.71336
USA,2005-Q4,71.62611
USA,2006-Q1,71.76883
USA,2006-Q2,71.88818
USA,2006-Q3,72.05154
USA,2006-Q4,72.24934
USA,2007-Q1,72.04437
USA,2007-Q2,71.7421
USA,2007-Q3,71.66605
USA,2007-Q4,71.6369
USA,2008-Q1,71.50635
USA,2008-Q2,71.25231
USA,2008-Q3,70.73247
USA,2008-Q4,69.96708
USA,2009-Q1,68.65289
USA,2009-Q2,67.89716
USA,2009-Q3,67.30384
USA,2009-Q4,66.56477
USA,2010-Q1,66.72894
USA,2010-Q2,66.79053
USA,2010-Q3,66.72531
USA,2010-Q4,66.44377
USA,2011-Q1,66.6543
USA,2011-Q2,66.49495
USA,2011-Q3,66.58437
USA,2011-Q4,66.78328
USA,2012-Q1,66.96033
USA,2012-Q2,67.03594
USA,2012-Q3,67.12069
USA,2012-Q4,67.36121
USA,2013-Q1,67.22652
USA,2013-Q2,67.32445
USA,2013-Q3,67.45781
USA,2013-Q4,67.37549
USA,2014-Q1,67.77213
USA,2014-Q2,68.03933
USA,2014-Q3,68.2266
USA,2014-Q4,68.52819
USA,2015-Q1,68.50365
USA,2015-Q2,68.72249
USA,2015-Q3,68.68228
USA,2015-Q4,68.89592
USA,2016-Q1,69.24448
USA,2016-Q2,69.22059
USA,2016-Q3,69.36547
USA,2016-Q4,69.51654
USA,2017-Q1,69.79129
USA,2017-Q2,70.06439
USA,2017-Q3,70.26738
USA,2017-Q4,70.28224
USA,2018-Q1,70.49175
USA,2018-Q2,70.66767
USA,2018-Q3,70.73279
USA,2018-Q4,70.97482
USA,2019-Q1,71.04366
USA,2019-Q2,71.17416
USA,2019-Q3,71.46662
USA,2019-Q4,71.71152
USA,2020-Q1,71.371
USA,2020-Q2,62.39488
USA,2020-Q3,66.38037
USA,2020-Q4,67.88529
USA,2021-Q1,68.39278
USA,2021-Q2,68.90335
USA,2021-Q3,69.75758
USA,2021-Q4,70.55584
USA,2022-Q1,70.97579
USA,2022-Q2,71.27409
USA,2022-Q3,71.39587
USA,2022-Q4,71.39834
USA,2023-Q1,71.78157
USA,2023-Q2,71.9695
USA,2023-Q3,72.02103
CHL,2005-Q1,54.4008
CHL,2005-Q2,54.44004
CHL,2005-Q3,54.33921
CHL,2005-Q4,54.5962
CHL,2006-Q1,55.17107
CHL,2006-Q2,55.37469
CHL,2006-Q3,55.42904
CHL,2006-Q4,56.00896
CHL,2007-Q1,56.34602
CHL,2007-Q2,56.37843
CHL,2007-Q3,56.00297
CHL,2007-Q4,56.58731
CHL,2008-Q1,57.25668
CHL,2008-Q2,57.20411
CHL,2008-Q3,57.28431
CHL,2008-Q4,57.2959
CHL,2009-Q1,56.27939
CHL,2009-Q2,55.73221
CHL,2009-Q3,55.87461
CHL,2009-Q4,56.35593
CHL,2010-Q1,58.9601
CHL,2010-Q2,59.61446
CHL,2010-Q3,60.69818
CHL,2010-Q4,61.11154
CHL,2011-Q1,61.56028
CHL,2011-Q2,62.40042
CHL,2011-Q3,62.13084
CHL,2011-Q4,62.06464
CHL,2012-Q1,62.58379
CHL,2012-Q2,62.59251
CHL,2012-Q3,62.93196
CHL,2012-Q4,62.48814
CHL,2013-Q1,62.97172
CHL,2013-Q2,63.26536
CHL,2013-Q3,63.13623
CHL,2013-Q4,63.21675
CHL,2014-Q1,63.27494
CHL,2014-Q2,63.46528
CHL,2014-Q3,63.1018
CHL,2014-Q4,63.09435
CHL,2015-Q1,63.21845
CHL,2015-Q2,63.3912
CHL,2015-Q3,63.7813
CHL,2015-Q4,63.59584
CHL,2016-Q1,63.14732
CHL,2016-Q2,63.32403
CHL,2016-Q3,63.57674
CHL,2016-Q4,63.32577
CHL,2017-Q1,63.29373
CHL,2017-Q2,63.85665
CHL,2017-Q3,64.28081
CHL,2017-Q4,64.1771
CHL,2018-Q1,64.16353
CHL,2018-Q2,64.40533
CHL,2018-Q3,63.76546
CHL,2018-Q4,64.04818
CHL,2019-Q1,63.70275
CHL,2019-Q2,64.26729
CHL,2019-Q3,64.52708
CHL,2019-Q4,63.87756
CHL,2020-Q1,63.16899
CHL,2020-Q2,51.24503
CHL,2020-Q3,52.61997
CHL,2020-Q4,56.37878
CHL,2021-Q1,57.373
CHL,2021-Q2,57.07974
CHL,2021-Q3,59.10171
CHL,2021-Q4,60.32909
CHL,2022-Q1,61.5216
CHL,2022-Q2,62.10888
CHL,2022-Q3,62.13083
CHL,2022-Q4,61.96186
CHL,2023-Q1,62.34045
CHL,2023-Q2,63.12573
CHL,2023-Q3,62.85963
EST,2000-Q1,59.58578
EST,2000-Q2,60.94443
EST,2000-Q3,60.55774
EST,2000-Q4,59.99264
EST,2001-Q1,60.12241
EST,2001-Q2,60.77932
EST,2001-Q3,61.96704
EST,2001-Q4,61.4602
EST,2002-Q1,61.09154
EST,2002-Q2,61.57651
EST,2002-Q3,61.53005
EST,2002-Q4,61.10823
EST,2003-Q1,61.83889
EST,2003-Q2,62.53241
EST,2003-Q3,63.6369
EST,2003-Q4,63.84103
EST,2004-Q1,63.48733
EST,2004-Q2,63.33897
EST,2004-Q3,62.76983
EST,2004-Q4,62.8777
EST,2005-Q1,63.98173
EST,2005-Q2,65.14344
EST,2005-Q3,64.53651
EST,2005-Q4,65.69772
EST,2006-Q1,67.6328
EST,2006-Q2,69.08283
EST,2006-Q3,68.19662
EST,2006-Q4,68.74133
EST,2007-Q1,69.07504
EST,2007-Q2,70.13586
EST,2007-Q3,70.42564
EST,2007-Q4,69.37706
EST,2008-Q1,70.24913
EST,2008-Q2,70.15253
EST,2008-Q3,70.14323
EST,2008-Q4,69.74608
EST,2009-Q1,65.96078
EST,2009-Q2,64.92509
EST,2009-Q3,63.63622
EST,2009-Q4,62.3003
EST,2010-Q1,60.09935
EST,2010-Q2,60.70453
EST,2010-Q3,62.6363
EST,2010-Q4,64.07954
EST,2011-Q1,63.93546
EST,2011-Q2,65.27244
EST,2011-Q3,67.16949
EST,2011-Q4,66.56472
EST,2012-Q1,67.0355
EST,2012-Q2,68.07242
EST,2012-Q3,68.67889
EST,2012-Q4,68.19361
EST,2013-Q1,68.64645
EST,2013-Q2,70.1235
EST,2013-Q3,69.03745
EST,2013-Q4,68.8865
EST,2014-Q1,68.96437
EST,2014-Q2,70.48605
EST,2014-Q3,70.55787
EST,2014-Q4,71.06024
EST,2015-Q1,70.26521
EST,2015-Q2,71.57228
EST,2015-Q3,73.17693
EST,2015-Q4,71.79336
EST,2016-Q1,70.29791
EST,2016-Q2,73.39208
EST,2016-Q3,72.84931
EST,2016-Q4,71.57224
EST,2017-Q1,73.61463
EST,2017-Q2,73.20197
EST,2017-Q3,74.11295
EST,2017-Q4,75.08084
EST,2018-Q1,73.87021
EST,2018-Q2,74.5006
EST,2018-Q3,74.18826
EST,2018-Q4,75.12569
EST,2019-Q1,74.24801
EST,2019-Q2,74.38496
EST,2019-Q3,75.70055
EST,2019-Q4,76.10062
EST,2020-Q1,74.79657
EST,2020-Q2,72.20338
EST,2020-Q3,73.26637
EST,2020-Q4,73.71114
EST,2021-Q1,73.54137
EST,2021-Q2,72.8947
EST,2021-Q3,74.44382
EST,2021-Q4,75.11024
EST,2022-Q1,76.30383
EST,2022-Q2,76.17564
EST,2022-Q3,76.33518
EST,2022-Q4,76.84142
EST,2023-Q1,76.49272
EST,2023-Q2,76.5537
ISR,1995-Q1,56.25586
ISR,1995-Q2,56.51836
ISR,1995-Q3,56.74692
ISR,1995-Q4,56.53396
ISR,1996-Q1,56.36441
ISR,1996-Q2,56.74913
ISR,1996-Q3,56.39846
ISR,1996-Q4,55.94384
ISR,1997-Q1,55.88108
ISR,1997-Q2,55.97228
ISR,1997-Q3,55.58205
ISR,1997-Q4,55.37268
ISR,1998-Q1,55.55899
ISR,1998-Q2,54.75854
ISR,1998-Q3,55.35046
ISR,1998-Q4,55.26494
ISR,1999-Q1,55.31675
ISR,1999-Q2,55.13504
ISR,1999-Q3,55.3611
ISR,1999-Q4,56.0605
ISR,2000-Q1,55.69119
ISR,2000-Q2,56.2749
ISR,2000-Q3,56.33674
ISR,2000-Q4,56.00438
ISR,2001-Q1,55.85937
ISR,2001-Q2,55.81721
ISR,2001-Q3,55.76379
ISR,2001-Q4,54.819
ISR,2002-Q1,54.89688
ISR,2002-Q2,54.62809
ISR,2002-Q3,54.6306
ISR,2002-Q4,55.07424
ISR,2003-Q1,54.8335
ISR,2003-Q2,54.65598
ISR,2003-Q3,54.94355
ISR,2003-Q4,55.48483
ISR,2004-Q1,55.54826
ISR,2004-Q2,55.55364
ISR,2004-Q3,55.75999
ISR,2004-Q4,55.8115
ISR,2005-Q1,56.30405
ISR,2005-Q2,56.58496
ISR,2005-Q3,56.64585
ISR,2005-Q4,57.29629
ISR,2006-Q1,57.06282
ISR,2006-Q2,57.65908
ISR,2006-Q3,57.62113
ISR,2006-Q4,57.88453
ISR,2007-Q1,58.51684
ISR,2007-Q2,58.98199
ISR,2007-Q3,59.25274
ISR,2007-Q4,59.02209
ISR,2008-Q1,60.00135
ISR,2008-Q2,60.06408
ISR,2008-Q3,59.52131
ISR,2008-Q4,59.72697
ISR,2009-Q1,59.47644
ISR,2009-Q2,59.09364
ISR,2009-Q3,59.0868
ISR,2009-Q4,59.19567
ISR,2010-Q1,59.26575
ISR,2010-Q2,60.22796
ISR,2010-Q3,60.3257
ISR,2010-Q4,60.83028
ISR,2011-Q1,60.76044
ISR,2011-Q2,61.13394
ISR,2011-Q3,61.22466
ISR,2011-Q4,61.49828
ISR,2012-Q1,65.95889
ISR,2012-Q2,66.3949
ISR,2012-Q3,66.98909
ISR,2012-Q4,66.65148
ISR,2013-Q1,66.89517
ISR,2013-Q2,66.87395
ISR,2013-Q3,67.23578
ISR,2013-Q4,67.2664
ISR,2014-Q1,67.94769
ISR,2014-Q2,67.78921
ISR,2014-Q3,67.66048
ISR,2014-Q4,68.0563
ISR,2015-Q1,67.89792
ISR,2015-Q2,68.3241
ISR,2015-Q3,68.54462
ISR,2015-Q4,68.50928
ISR,2016-Q1,68.12575
ISR,2016-Q2,68.72932
ISR,2016-Q3,68.72681
ISR,2016-Q4,68.78796
ISR,2017-Q1,68.88778
ISR,2017-Q2,69.00317
ISR,2017-Q3,69.13168
ISR,2017-Q4,69.13132
ISR,2018-Q1,69.12273
ISR,2018-Q2,68.989
ISR,2018-Q3,69.05426
ISR,2018-Q4,68.93625
ISR,2019-Q1,69.25401
ISR,2019-Q2,69.01047
ISR,2019-Q3,68.80279
ISR,2019-Q4,68.62926
ISR,2020-Q1,68.53218
ISR,2020-Q2,66.64864
ISR,2020-Q3,66.12542
ISR,2020-Q4,65.83088
